transaction_id,date,year,month,quarter,customer_id,vehicle_platform,build_category,region,gear_category,brand,units_sold,unit_price,total_revenue,customer_age_bracket,purchase_channel,event_influence
TXN-003227,2023-08-21,2023,8,Q3,CUST-01125,Toyota 4Runner,expedition,Southwest,shelter,iKamper,1,1452.08,1452.08,26-35,online,None
TXN-002149,2023-08-21,2023,8,Q3,CUST-01184,Ford F-150 Raptor,baja_prerunner,Texas_Mexico_Border,power,Redarc,3,644.9,1934.7,55+,online,None
TXN-000992,2023-08-22,2023,8,Q3,CUST-00394,Toyota Land Cruiser,expedition,Southwest,suspension,Old Man Emu,3,2753.22,8259.66,26-35,dealer,None
TXN-001548,2023-08-23,2023,8,Q3,CUST-00032,Toyota 4Runner,expedition,Southeast,suspension,Icon,3,3715.77,11147.31,36-45,event,None
TXN-000195,2023-08-23,2023,8,Q3,CUST-00272,Toyota Tacoma,mid,Rocky_Mountain,recovery,Viair,3,895.49,2686.47,46-55,in_store,None
TXN-003053,2023-08-23,2023,8,Q3,CUST-00642,Jeep Wrangler,entry,Southeast,water_systems,National Luna,4,163.47,653.88,26-35,in_store,None
TXN-002916,2023-08-23,2023,8,Q3,CUST-00398,Toyota Land Cruiser,expedition,Pacific_Northwest,wheels_tires,BFGoodrich,4,2604.19,10416.76,36-45,in_store,None
TXN-001838,2023-08-23,2023,8,Q3,CUST-00170,Toyota Land Cruiser,expedition,Texas_Mexico_Border,navigation,TomTom,1,1024.19,1024.19,18-25,online,None
TXN-003344,2023-08-23,2023,8,Q3,CUST-00057,Land Rover Defender,expedition,Texas_Mexico_Border,recovery,Warn,3,1081.13,3243.39,36-45,in_store,None
TXN-001675,2023-08-24,2023,8,Q3,CUST-00679,Toyota Tacoma,mid,Texas_Mexico_Border,water_systems,Sawyer,1,461.31,461.31,18-25,online,None
TXN-000873,2023-08-24,2023,8,Q3,CUST-00812,Toyota Land Cruiser,expedition,Rocky_Mountain,power,Battle Born,2,2408.6,4817.2,36-45,in_store,None
TXN-002264,2023-08-24,2023,8,Q3,CUST-01010,Jeep Wrangler,entry,Rocky_Mountain,water_systems,National Luna,1,100.26,100.26,46-55,event,None
TXN-001643,2023-08-25,2023,8,Q3,CUST-01095,Toyota Land Cruiser,expedition,Rocky_Mountain,shelter,Cascadia Vehicle Tents,2,3383.25,6766.5,36-45,in_store,None
TXN-002203,2023-08-25,2023,8,Q3,CUST-00961,Toyota 4Runner,expedition,Pacific_Northwest,power,Goal Zero,1,3301.21,3301.21,36-45,in_store,None
TXN-002759,2023-08-25,2023,8,Q3,CUST-00425,Toyota Land Cruiser,expedition,Pacific_Northwest,recovery,Viair,4,697.92,2791.68,46-55,in_store,None
TXN-002731,2023-08-25,2023,8,Q3,CUST-00114,Land Rover Defender,expedition,Pacific_Northwest,water_systems,LifeStraw,2,311.7,623.4,18-25,dealer,None
TXN-002903,2023-08-26,2023,8,Q3,CUST-00838,Ford Bronco,mid,Pacific_Northwest,navigation,Garmin,1,240.46,240.46,26-35,in_store,None
TXN-001450,2023-08-26,2023,8,Q3,CUST-00332,Toyota 4Runner,expedition,Pacific_Northwest,navigation,TomTom,3,1129.81,3389.43,46-55,online,None
TXN-001164,2023-08-26,2023,8,Q3,CUST-00892,Toyota 4Runner,expedition,Texas_Mexico_Border,power,Goal Zero,2,1711.23,3422.46,36-45,online,None
TXN-001576,2023-08-27,2023,8,Q3,CUST-00251,Chevy Colorado ZR2 Baja,baja_prerunner,Texas_Mexico_Border,navigation,Garmin,1,822.63,822.63,36-45,online,None
TXN-002222,2023-08-27,2023,8,Q3,CUST-00824,RAM 2500,expedition,Pacific_Northwest,power,Redarc,1,3195.13,3195.13,55+,online,None
TXN-002938,2023-08-28,2023,8,Q3,CUST-01135,Jeep Gladiator,mid,Rocky_Mountain,suspension,Icon,2,1826.33,3652.66,46-55,online,None
TXN-002770,2023-08-28,2023,8,Q3,CUST-00312,Ford Bronco,mid,Texas_Mexico_Border,power,Goal Zero,2,534.71,1069.42,26-35,online,None
TXN-000591,2023-08-28,2023,8,Q3,CUST-00838,Jeep Wrangler,entry,Pacific_Northwest,water_systems,ARB,1,143.17,143.17,36-45,online,None
TXN-000074,2023-08-28,2023,8,Q3,CUST-00814,Toyota Land Cruiser,expedition,Rocky_Mountain,lighting,Baja Designs,2,648.18,1296.36,46-55,online,None
TXN-001661,2023-08-28,2023,8,Q3,CUST-00585,Jeep Gladiator,mid,Rocky_Mountain,water_systems,National Luna,1,250.04,250.04,36-45,online,None
TXN-002868,2023-08-29,2023,8,Q3,CUST-00469,Jeep Wrangler,entry,Pacific_Northwest,communication,Midland,1,116.63,116.63,26-35,online,None
TXN-000071,2023-08-29,2023,8,Q3,CUST-01018,RAM 2500,expedition,Rocky_Mountain,shelter,Tepui,2,3120.24,6240.48,46-55,in_store,None
TXN-001171,2023-08-29,2023,8,Q3,CUST-00635,RAM 2500,expedition,Texas_Mexico_Border,water_systems,National Luna,1,808.81,808.81,26-35,event,None
TXN-003184,2023-08-29,2023,8,Q3,CUST-00298,Jeep Gladiator,mid,Rocky_Mountain,power,Victron,1,412.26,412.26,36-45,in_store,None
TXN-002931,2023-08-29,2023,8,Q3,CUST-00550,Land Rover Defender,expedition,Pacific_Northwest,shelter,iKamper,2,2616.41,5232.82,36-45,online,None
TXN-000798,2023-08-29,2023,8,Q3,CUST-00026,Toyota 4Runner,expedition,Rocky_Mountain,water_systems,Dometic,1,893.31,893.31,46-55,event,None
TXN-000464,2023-08-29,2023,8,Q3,CUST-01129,Ford Bronco,mid,Pacific_Northwest,water_systems,LifeStraw,1,189.31,189.31,36-45,in_store,None
TXN-000544,2023-08-29,2023,8,Q3,CUST-00828,Jeep Gladiator,mid,Pacific_Northwest,power,Battle Born,1,623.82,623.82,36-45,dealer,None
TXN-001353,2023-08-29,2023,8,Q3,CUST-01052,Ford Bronco,mid,Texas_Mexico_Border,power,Victron,2,613.24,1226.48,26-35,online,None
TXN-001622,2023-08-30,2023,8,Q3,CUST-01158,Land Rover Defender,expedition,Rocky_Mountain,suspension,Fox,1,3049.02,3049.02,46-55,dealer,None
TXN-001186,2023-08-31,2023,8,Q3,CUST-00194,Toyota 4Runner,expedition,Rocky_Mountain,recovery,Factor 55,1,683.11,683.11,36-45,online,None
TXN-001972,2023-08-31,2023,8,Q3,CUST-00641,Toyota Tacoma,mid,Southwest,suspension,Old Man Emu,4,2058.68,8234.72,36-45,online,None
TXN-001684,2023-08-31,2023,8,Q3,CUST-01093,Jeep Gladiator,mid,Texas_Mexico_Border,protection,ARB,1,704.03,704.03,36-45,event,None
TXN-001307,2023-08-31,2023,8,Q3,CUST-00893,Toyota Tacoma,mid,Pacific_Northwest,lighting,Baja Designs,1,565.13,565.13,36-45,dealer,None
TXN-001401,2023-08-31,2023,8,Q3,CUST-00221,Ford Bronco,mid,Texas_Mexico_Border,suspension,King,1,1577.78,1577.78,26-35,online,None
TXN-003306,2023-09-01,2023,9,Q3,CUST-00682,Toyota Land Cruiser,expedition,Rocky_Mountain,suspension,Icon,1,1569.03,1569.03,46-55,online,None
TXN-002551,2023-09-01,2023,9,Q3,CUST-00876,Jeep Gladiator,mid,Texas_Mexico_Border,shelter,iKamper,1,1402.49,1402.49,26-35,dealer,None
TXN-003245,2023-09-01,2023,9,Q3,CUST-00939,Nissan Frontier Pro-4X,baja_prerunner,Southwest,water_systems,Dometic,1,612.2,612.2,46-55,in_store,Baja_1000
TXN-001116,2023-09-01,2023,9,Q3,CUST-00107,Toyota Tacoma,mid,Southeast,protection,ARB,1,1641.35,1641.35,26-35,online,None
TXN-000814,2023-09-01,2023,9,Q3,CUST-00432,RAM 2500,expedition,Pacific_Northwest,shelter,Front Runner,1,3320.44,3320.44,55+,in_store,None
TXN-003064,2023-09-01,2023,9,Q3,CUST-00389,Land Rover Defender,expedition,Southeast,navigation,Garmin,2,1114.87,2229.74,36-45,in_store,None
TXN-001680,2023-09-02,2023,9,Q3,CUST-00283,Toyota 4Runner,expedition,Southwest,protection,Fab Fours,2,2100.47,4200.94,26-35,online,None
TXN-002398,2023-09-02,2023,9,Q3,CUST-00024,Jeep Wrangler,entry,Southwest,wheels_tires,Nitto,4,1001.3,4005.2,36-45,online,None
TXN-001720,2023-09-03,2023,9,Q3,CUST-01021,RAM 1500 TRX,baja_prerunner,Southwest,wheels_tires,KMC,2,6542.22,13084.44,26-35,in_store,None
TXN-001015,2023-09-03,2023,9,Q3,CUST-00303,Jeep Gladiator,mid,Rocky_Mountain,suspension,Fox,2,2096.04,4192.08,18-25,online,None
TXN-003483,2023-09-04,2023,9,Q3,CUST-00252,Toyota 4Runner,expedition,Southeast,suspension,Fox,1,3628.82,3628.82,26-35,online,None
TXN-000010,2023-09-04,2023,9,Q3,CUST-00664,Ford Bronco,mid,Southeast,power,Jackery,1,1022.9,1022.9,36-45,in_store,None
TXN-000940,2023-09-04,2023,9,Q3,CUST-00524,Ford Bronco,mid,Southwest,lighting,KC HiLiTES,3,769.69,2309.07,18-25,event,None
TXN-003177,2023-09-04,2023,9,Q3,CUST-00549,Toyota Land Cruiser,expedition,Southwest,power,Goal Zero,1,1637.22,1637.22,36-45,online,None
TXN-000242,2023-09-05,2023,9,Q3,CUST-00247,Toyota 4Runner,expedition,Southwest,navigation,Magellan,3,1040.36,3121.08,46-55,online,None
TXN-000170,2023-09-05,2023,9,Q3,CUST-00161,RAM 2500,expedition,Texas_Mexico_Border,navigation,Gaia GPS,1,991.8,991.8,46-55,online,None
TXN-000070,2023-09-05,2023,9,Q3,CUST-00736,Toyota Land Cruiser,expedition,Pacific_Northwest,shelter,iKamper,4,3589.34,14357.36,26-35,online,None
TXN-001583,2023-09-06,2023,9,Q3,CUST-00515,Chevy Colorado ZR2 Baja,baja_prerunner,Texas_Mexico_Border,water_systems,LifeStraw,1,356.56,356.56,36-45,in_store,None
TXN-001319,2023-09-06,2023,9,Q3,CUST-00611,Jeep Gladiator,mid,Southeast,recovery,Smittybilt,2,529.58,1059.16,55+,dealer,None
TXN-001114,2023-09-07,2023,9,Q3,CUST-00206,Jeep Gladiator,mid,Pacific_Northwest,power,Jackery,2,1095.6,2191.2,55+,online,None
TXN-002698,2023-09-07,2023,9,Q3,CUST-00643,Toyota Tacoma,mid,Southeast,protection,Addictive Desert Designs,2,587.39,1174.78,46-55,online,None
TXN-000982,2023-09-07,2023,9,Q3,CUST-00856,Jeep Wrangler,entry,Texas_Mexico_Border,protection,Metalmil,3,376.47,1129.41,55+,online,None
TXN-000362,2023-09-08,2023,9,Q3,CUST-01181,Jeep Wrangler,entry,Southwest,lighting,KC HiLiTES,2,118.04,236.08,46-55,online,None
TXN-002123,2023-09-08,2023,9,Q3,CUST-00219,Jeep Gladiator,mid,Southeast,navigation,Gaia GPS,1,386.92,386.92,55+,in_store,None
TXN-002856,2023-09-08,2023,9,Q3,CUST-00505,Jeep Wrangler,entry,Southeast,power,Jackery,3,390.74,1172.22,36-45,online,None
TXN-000031,2023-09-09,2023,9,Q3,CUST-00905,Toyota 4Runner,expedition,Pacific_Northwest,shelter,Front Runner,1,3400.12,3400.12,36-45,online,None
TXN-000771,2023-09-09,2023,9,Q3,CUST-00248,Toyota 4Runner,expedition,Rocky_Mountain,wheels_tires,Falken,4,2458.84,9835.36,18-25,online,None
TXN-000265,2023-09-09,2023,9,Q3,CUST-00242,Jeep Gladiator,mid,Pacific_Northwest,water_systems,Sawyer,2,296.59,593.18,55+,online,None
TXN-002010,2023-09-10,2023,9,Q3,CUST-00538,Toyota Tacoma,mid,Pacific_Northwest,protection,Fab Fours,1,1523.64,1523.64,55+,event,None
TXN-002423,2023-09-10,2023,9,Q3,CUST-00966,RAM 2500,expedition,Southeast,suspension,Icon,1,2920.95,2920.95,36-45,online,None
TXN-000083,2023-09-10,2023,9,Q3,CUST-00909,Toyota 4Runner,expedition,Pacific_Northwest,suspension,Bilstein,3,2778.82,8336.46,26-35,event,None
TXN-000127,2023-09-11,2023,9,Q3,CUST-00418,RAM 2500,expedition,Pacific_Northwest,shelter,ARB,1,1367.76,1367.76,36-45,online,None
TXN-001029,2023-09-11,2023,9,Q3,CUST-00481,Jeep Wrangler,entry,Texas_Mexico_Border,lighting,Rigid Industries,3,285.05,855.15,26-35,in_store,None
TXN-002011,2023-09-11,2023,9,Q3,CUST-00197,Toyota 4Runner,expedition,Pacific_Northwest,wheels_tires,Method Race Wheels,1,5227.46,5227.46,55+,online,None
TXN-000409,2023-09-11,2023,9,Q3,CUST-00427,RAM 2500,expedition,Southeast,communication,OnX,1,443.12,443.12,36-45,in_store,None
TXN-003469,2023-09-12,2023,9,Q3,CUST-01065,RAM 2500,expedition,Southeast,suspension,Old Man Emu,4,4169.56,16678.24,55+,online,None
TXN-001616,2023-09-12,2023,9,Q3,CUST-00780,Toyota Tacoma,mid,Southeast,shelter,Front Runner,2,1454.69,2909.38,36-45,in_store,None
TXN-001693,2023-09-12,2023,9,Q3,CUST-01095,Toyota Land Cruiser,expedition,Rocky_Mountain,shelter,Tepui,1,3574.48,3574.48,26-35,online,None
TXN-001769,2023-09-12,2023,9,Q3,CUST-00197,Ford Bronco,mid,Southeast,suspension,King,1,926.97,926.97,18-25,online,None
TXN-001443,2023-09-12,2023,9,Q3,CUST-01197,Chevy Colorado ZR2 Baja,baja_prerunner,Southwest,power,Jackery,1,1414.13,1414.13,46-55,in_store,Baja_1000
TXN-000125,2023-09-13,2023,9,Q3,CUST-01155,Ford Bronco,mid,Southeast,water_systems,Sawyer,1,380.56,380.56,46-55,online,None
TXN-002987,2023-09-13,2023,9,Q3,CUST-00888,Toyota 4Runner,expedition,Southwest,protection,Fab Fours,1,1216.48,1216.48,26-35,event,None
TXN-002319,2023-09-13,2023,9,Q3,CUST-01041,Jeep Wrangler,entry,Pacific_Northwest,wheels_tires,BFGoodrich,1,837.62,837.62,18-25,event,None
TXN-001025,2023-09-14,2023,9,Q3,CUST-00684,Jeep Wrangler,entry,Rocky_Mountain,water_systems,Dometic,1,53.57,53.57,18-25,event,None
TXN-002413,2023-09-14,2023,9,Q3,CUST-01050,Toyota Land Cruiser,expedition,Rocky_Mountain,protection,ARB,2,2015.75,4031.5,46-55,event,None
TXN-000788,2023-09-14,2023,9,Q3,CUST-00875,RAM 1500 TRX,baja_prerunner,Texas_Mexico_Border,protection,ARB,1,2312.84,2312.84,46-55,online,Baja_1000
TXN-001530,2023-09-14,2023,9,Q3,CUST-00630,Jeep Gladiator,mid,Southeast,recovery,ARB,1,818.46,818.46,46-55,online,None
TXN-002039,2023-09-14,2023,9,Q3,CUST-01138,RAM 2500,expedition,Southwest,suspension,Icon,1,2676.48,2676.48,36-45,in_store,None
TXN-002043,2023-09-14,2023,9,Q3,CUST-00333,Jeep Wrangler,entry,Pacific_Northwest,lighting,Rigid Industries,4,165.14,660.56,46-55,event,None
TXN-001455,2023-09-14,2023,9,Q3,CUST-00475,Land Rover Defender,expedition,Southeast,power,Victron,1,1980.1,1980.1,26-35,event,None
TXN-000470,2023-09-15,2023,9,Q3,CUST-00968,Toyota Land Cruiser,expedition,Pacific_Northwest,communication,Garmin,2,438.62,877.24,36-45,online,None
TXN-000383,2023-09-16,2023,9,Q3,CUST-00926,RAM 2500,expedition,Rocky_Mountain,shelter,Cascadia Vehicle Tents,3,3131.87,9395.61,55+,online,None
TXN-002293,2023-09-16,2023,9,Q3,CUST-00551,RAM 2500,expedition,Southeast,recovery,Factor 55,1,577.04,577.04,36-45,in_store,None
TXN-003498,2023-09-16,2023,9,Q3,CUST-00630,Toyota Tacoma,mid,Texas_Mexico_Border,protection,Fab Fours,2,1307.89,2615.78,46-55,online,None
TXN-000599,2023-09-16,2023,9,Q3,CUST-00582,Ford Bronco,mid,Southwest,suspension,Old Man Emu,1,1117.38,1117.38,18-25,dealer,None
TXN-000586,2023-09-17,2023,9,Q3,CUST-00134,Land Rover Defender,expedition,Pacific_Northwest,recovery,Factor 55,4,1797.0,7188.0,55+,dealer,None
TXN-001217,2023-09-17,2023,9,Q3,CUST-01133,RAM 2500,expedition,Southeast,suspension,Fox,1,2746.1,2746.1,36-45,in_store,None
TXN-000373,2023-09-17,2023,9,Q3,CUST-01027,Ford Bronco,mid,Rocky_Mountain,suspension,Icon,2,1404.14,2808.28,36-45,dealer,None
TXN-001379,2023-09-17,2023,9,Q3,CUST-00588,Toyota 4Runner,expedition,Southwest,lighting,Baja Designs,2,591.97,1183.94,46-55,online,None
TXN-000554,2023-09-17,2023,9,Q3,CUST-00635,Toyota Land Cruiser,expedition,Rocky_Mountain,suspension,Fox,1,1702.69,1702.69,18-25,online,None
TXN-001394,2023-09-18,2023,9,Q3,CUST-00584,Jeep Wrangler,entry,Southeast,water_systems,National Luna,3,191.71,575.13,26-35,online,None
TXN-000053,2023-09-18,2023,9,Q3,CUST-00321,Toyota Tacoma,mid,Southeast,communication,Midland,1,178.42,178.42,26-35,online,None
TXN-001288,2023-09-18,2023,9,Q3,CUST-00138,Toyota Tacoma,mid,Southwest,navigation,Garmin,2,358.54,717.08,36-45,in_store,None
TXN-002944,2023-09-18,2023,9,Q3,CUST-00541,Toyota Tacoma,mid,Pacific_Northwest,communication,Iridium,1,409.38,409.38,55+,dealer,None
TXN-002087,2023-09-18,2023,9,Q3,CUST-00996,Land Rover Defender,expedition,Southwest,power,Goal Zero,1,1427.94,1427.94,46-55,in_store,None
TXN-000302,2023-09-18,2023,9,Q3,CUST-00540,Ford Bronco,mid,Pacific_Northwest,water_systems,ARB,3,450.55,1351.65,26-35,online,None
TXN-002053,2023-09-18,2023,9,Q3,CUST-01139,Toyota Land Cruiser,expedition,Southwest,suspension,Fox,2,4084.46,8168.92,26-35,online,None
TXN-001995,2023-09-18,2023,9,Q3,CUST-00101,RAM 2500,expedition,Southeast,protection,Frontrunner,1,2885.29,2885.29,46-55,online,None
TXN-002695,2023-09-19,2023,9,Q3,CUST-00279,Ford Bronco,mid,Southeast,lighting,Diode Dynamics,4,537.49,2149.96,26-35,dealer,None
TXN-003009,2023-09-20,2023,9,Q3,CUST-00211,Jeep Gladiator,mid,Rocky_Mountain,communication,Uniden,1,486.18,486.18,36-45,online,None
TXN-001096,2023-09-20,2023,9,Q3,CUST-00945,RAM 2500,expedition,Rocky_Mountain,protection,Metalmil,2,3541.37,7082.74,46-55,in_store,None
TXN-002198,2023-09-20,2023,9,Q3,CUST-00055,Nissan Frontier Pro-4X,baja_prerunner,Texas_Mexico_Border,recovery,Viair,1,921.04,921.04,46-55,online,Baja_1000
TXN-000216,2023-09-22,2023,9,Q3,CUST-00475,RAM 2500,expedition,Southwest,wheels_tires,Method Race Wheels,4,2569.49,10277.96,26-35,in_store,None
TXN-000438,2023-09-22,2023,9,Q3,CUST-00824,Nissan Frontier Pro-4X,baja_prerunner,Southwest,lighting,Rigid Industries,1,2558.19,2558.19,26-35,event,Baja_1000
TXN-001667,2023-09-22,2023,9,Q3,CUST-00958,Toyota 4Runner,expedition,Pacific_Northwest,protection,Addictive Desert Designs,2,2096.1,4192.2,26-35,event,None
TXN-001224,2023-09-23,2023,9,Q3,CUST-01170,Toyota Land Cruiser,expedition,Rocky_Mountain,wheels_tires,Nitto,1,5232.97,5232.97,26-35,dealer,None
TXN-002375,2023-09-23,2023,9,Q3,CUST-00027,Jeep Wrangler,entry,Rocky_Mountain,protection,Addictive Desert Designs,1,278.14,278.14,18-25,dealer,None
TXN-001927,2023-09-23,2023,9,Q3,CUST-01180,Toyota Tacoma,mid,Pacific_Northwest,lighting,Diode Dynamics,2,787.92,1575.84,36-45,in_store,None
TXN-001615,2023-09-23,2023,9,Q3,CUST-00481,RAM 2500,expedition,Southeast,water_systems,Dometic,1,485.62,485.62,46-55,online,None
TXN-003330,2023-09-24,2023,9,Q3,CUST-00589,Toyota 4Runner,expedition,Rocky_Mountain,water_systems,Dometic,2,725.73,1451.46,36-45,in_store,None
TXN-000505,2023-09-24,2023,9,Q3,CUST-00250,Toyota 4Runner,expedition,Southwest,suspension,King,1,2654.07,2654.07,46-55,event,None
TXN-002788,2023-09-24,2023,9,Q3,CUST-00328,Toyota Tundra TRD Pro,baja_prerunner,Southwest,navigation,TomTom,1,939.04,939.04,55+,online,None
TXN-000827,2023-09-24,2023,9,Q3,CUST-00265,Ford Bronco,mid,Pacific_Northwest,navigation,OnX Offroad,2,244.13,488.26,55+,online,None
TXN-003201,2023-09-24,2023,9,Q3,CUST-00884,Jeep Wrangler,entry,Texas_Mexico_Border,recovery,Factor 55,2,233.19,466.38,46-55,online,None
TXN-000162,2023-09-24,2023,9,Q3,CUST-00417,Toyota Land Cruiser,expedition,Rocky_Mountain,wheels_tires,Method Race Wheels,4,4889.65,19558.6,46-55,online,None
TXN-000239,2023-09-24,2023,9,Q3,CUST-00540,Jeep Gladiator,mid,Pacific_Northwest,lighting,Diode Dynamics,1,731.3,731.3,36-45,online,None
TXN-002009,2023-09-25,2023,9,Q3,CUST-00752,Land Rover Defender,expedition,Southwest,wheels_tires,KMC,4,3256.3,13025.2,26-35,in_store,None
TXN-000557,2023-09-25,2023,9,Q3,CUST-00975,Toyota Tacoma,mid,Southeast,communication,OnX,1,415.17,415.17,55+,online,None
TXN-000616,2023-09-25,2023,9,Q3,CUST-00078,Toyota Tacoma,mid,Texas_Mexico_Border,suspension,King,1,1304.25,1304.25,26-35,in_store,None
TXN-000703,2023-09-26,2023,9,Q3,CUST-00991,Toyota 4Runner,expedition,Texas_Mexico_Border,communication,Uniden,1,813.11,813.11,18-25,dealer,None
TXN-002997,2023-09-26,2023,9,Q3,CUST-01148,Jeep Gladiator,mid,Pacific_Northwest,protection,Metalmil,3,1534.23,4602.69,26-35,event,None
TXN-002744,2023-09-26,2023,9,Q3,CUST-01062,Land Rover Defender,expedition,Rocky_Mountain,recovery,Smittybilt,1,890.58,890.58,46-55,online,None
TXN-002369,2023-09-26,2023,9,Q3,CUST-00181,Ford Bronco,mid,Pacific_Northwest,shelter,iKamper,1,1822.09,1822.09,46-55,online,None
TXN-002125,2023-09-27,2023,9,Q3,CUST-01176,Jeep Wrangler,entry,Southeast,suspension,Bilstein,1,488.52,488.52,55+,online,None
TXN-002069,2023-09-27,2023,9,Q3,CUST-01118,Jeep Wrangler,entry,Texas_Mexico_Border,water_systems,LifeStraw,1,69.54,69.54,36-45,online,None
TXN-000339,2023-09-27,2023,9,Q3,CUST-01072,Jeep Wrangler,entry,Rocky_Mountain,lighting,Diode Dynamics,1,170.68,170.68,26-35,in_store,None
TXN-002737,2023-09-27,2023,9,Q3,CUST-00044,Toyota Land Cruiser,expedition,Southwest,navigation,OnX Offroad,1,629.42,629.42,46-55,online,None
TXN-002116,2023-09-27,2023,9,Q3,CUST-00792,Land Rover Defender,expedition,Rocky_Mountain,protection,ARB,2,1824.67,3649.34,18-25,dealer,None
TXN-000208,2023-09-28,2023,9,Q3,CUST-00634,Jeep Wrangler,entry,Pacific_Northwest,suspension,King,1,747.59,747.59,36-45,online,None
TXN-002418,2023-09-28,2023,9,Q3,CUST-00405,RAM 2500,expedition,Southeast,wheels_tires,BFGoodrich,4,5381.81,21527.24,26-35,online,None
TXN-002542,2023-09-29,2023,9,Q3,CUST-00683,RAM 1500 TRX,baja_prerunner,Southwest,power,Victron,1,1086.94,1086.94,18-25,in_store,None
TXN-000853,2023-09-30,2023,9,Q3,CUST-00239,Toyota Tacoma,mid,Rocky_Mountain,power,Redarc,2,957.03,1914.06,36-45,online,None
TXN-002562,2023-09-30,2023,9,Q3,CUST-00844,Ford Bronco,mid,Southeast,wheels_tires,BFGoodrich,4,2658.91,10635.64,46-55,online,None
TXN-001337,2023-10-01,2023,10,Q4,CUST-00947,RAM 1500 TRX,baja_prerunner,Texas_Mexico_Border,recovery,Warn,2,1040.49,2080.98,36-45,online,Baja_1000
TXN-000964,2023-10-01,2023,10,Q4,CUST-00691,Ford Bronco,mid,Rocky_Mountain,water_systems,Sawyer,1,184.9,184.9,26-35,in_store,None
TXN-002910,2023-10-02,2023,10,Q4,CUST-00007,Toyota 4Runner,expedition,Texas_Mexico_Border,wheels_tires,BFGoodrich,4,2484.26,9937.04,36-45,event,None
TXN-000831,2023-10-02,2023,10,Q4,CUST-00880,Toyota 4Runner,expedition,Rocky_Mountain,shelter,Front Runner,1,1479.1,1479.1,55+,online,None
TXN-002364,2023-10-02,2023,10,Q4,CUST-00453,RAM 2500,expedition,Southeast,navigation,TomTom,1,777.28,777.28,46-55,in_store,None
TXN-002302,2023-10-02,2023,10,Q4,CUST-01101,Ford F-150 Raptor,baja_prerunner,Texas_Mexico_Border,wheels_tires,Method Race Wheels,1,4337.61,4337.61,55+,in_store,Baja_1000
TXN-001315,2023-10-02,2023,10,Q4,CUST-00845,Jeep Gladiator,mid,Southeast,communication,Midland,2,332.67,665.34,36-45,online,Rebelle_Rally
TXN-000948,2023-10-03,2023,10,Q4,CUST-00327,Ford Bronco,mid,Southeast,protection,Metalmil,1,1419.61,1419.61,36-45,event,None
TXN-001340,2023-10-03,2023,10,Q4,CUST-00485,Toyota Land Cruiser,expedition,Southeast,recovery,Warn,1,1171.79,1171.79,46-55,event,None
TXN-001459,2023-10-03,2023,10,Q4,CUST-00097,Land Rover Defender,expedition,Southwest,wheels_tires,BFGoodrich,4,3794.51,15178.04,18-25,dealer,None
TXN-000988,2023-10-04,2023,10,Q4,CUST-00973,Ford Bronco,mid,Rocky_Mountain,communication,Uniden,3,277.03,831.09,55+,online,None
TXN-000805,2023-10-04,2023,10,Q4,CUST-00161,Land Rover Defender,expedition,Southeast,communication,Iridium,3,329.34,988.02,46-55,online,None
TXN-000596,2023-10-04,2023,10,Q4,CUST-00020,RAM 2500,expedition,Texas_Mexico_Border,communication,Iridium,1,802.6,802.6,36-45,online,SEMA
TXN-001419,2023-10-04,2023,10,Q4,CUST-00649,Jeep Gladiator,mid,Texas_Mexico_Border,water_systems,National Luna,1,372.13,372.13,26-35,dealer,None
TXN-000281,2023-10-05,2023,10,Q4,CUST-00365,Jeep Wrangler,entry,Southeast,communication,OnX,2,152.99,305.98,55+,in_store,None
TXN-003486,2023-10-05,2023,10,Q4,CUST-01075,Toyota 4Runner,expedition,Texas_Mexico_Border,power,Victron,1,2459.85,2459.85,55+,event,Rebelle_Rally
TXN-002736,2023-10-05,2023,10,Q4,CUST-00882,Toyota 4Runner,expedition,Southeast,communication,Midland,1,788.02,788.02,36-45,online,None
TXN-002706,2023-10-05,2023,10,Q4,CUST-01047,Ford F-150 Raptor,baja_prerunner,Southwest,water_systems,Dometic,1,312.73,312.73,26-35,dealer,None
TXN-001272,2023-10-05,2023,10,Q4,CUST-00233,Ford Bronco,mid,Southwest,suspension,Bilstein,4,1218.87,4875.48,55+,dealer,SEMA
TXN-001403,2023-10-05,2023,10,Q4,CUST-00386,Toyota 4Runner,expedition,Texas_Mexico_Border,recovery,Warn,2,1763.96,3527.92,36-45,in_store,None
TXN-001784,2023-10-06,2023,10,Q4,CUST-00895,Toyota Land Cruiser,expedition,Texas_Mexico_Border,recovery,ARB,2,1189.8,2379.6,26-35,event,None
TXN-001393,2023-10-06,2023,10,Q4,CUST-00537,Land Rover Defender,expedition,Southeast,water_systems,LifeStraw,1,553.52,553.52,46-55,in_store,None
TXN-000006,2023-10-07,2023,10,Q4,CUST-01196,Toyota Land Cruiser,expedition,Texas_Mexico_Border,recovery,Smittybilt,1,1468.49,1468.49,36-45,event,None
TXN-001292,2023-10-07,2023,10,Q4,CUST-00184,Ford Bronco,mid,Pacific_Northwest,wheels_tires,Method Race Wheels,1,1898.83,1898.83,26-35,online,SEMA
TXN-002541,2023-10-07,2023,10,Q4,CUST-00553,Land Rover Defender,expedition,Texas_Mexico_Border,navigation,OnX Offroad,1,501.8,501.8,46-55,online,None
